TITLE,PUBLISHER,STORY
Technical Data on Metals & Mining Stocks -- Research on Reliance Steel  ...,MarketWatch,d3cUsM128OliWkMA4cIC2VBLJpC1M
MannKind: FDA committee recommends Afreeza OK,MarketWatch,d1BXzZNXVpB1WOMHkV7Xp4fII7bCM
MannKind's Inhaled Insulin One Step Away From Approval...,RTT News,d1BXzZNXVpB1WOMHkV7Xp4fII7bCM
"MNKD Breathes Easy, Arrowhead Well On Target, CPRX Awaits Next Catalyst",RTT News,d1BXzZNXVpB1WOMHkV7Xp4fII7bCM
UPDATE 2-US FDA advisers back MannKind's inhaled diabetes drug,Reuters,d1BXzZNXVpB1WOMHkV7Xp4fII7bCM
US FDA advisers back MannKind's inhaled diabetes drug,Reuters,d1BXzZNXVpB1WOMHkV7Xp4fII7bCM
"UPDATE 3-Holcim, Lafarge agree merger to create cement giant",Reuters,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
French Market Declines,RTT News,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
UK Market Drops,RTT News,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
German Market Notably Lower,RTT News,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
"Europe shares track Wall St sell-off; Holcim, Lafarge surge",Reuters,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
European stocks pull back after three weeks of gains,MarketWatch,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
"Lafarge, Holcim expect to complete merger in H1 2015",Reuters,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
"Cement Groups Lafarge, Holcim Agree To Merge - Quick Facts",RTT News,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
"UPDATE 4-Cement makers Lafarge, Holcim agree merger plan -source",Reuters,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
"Cement makers Lafarge, Holcim agree merger plan -source",Reuters,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
"Lafarge, Holcim agree terms of merger proposal -source",Reuters,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
"UPDATE 3-Cement groups Lafarge, Holcim in $50bn-plus merger talks",Reuters,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
"Bloomberg: Cement Giants Holcim, Lafarge In Merger Talks",RTT News,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
"Swiss Stocks Trim Weekly Gains, Holcim In Merger Talks",RTT News,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
European Stocks Up For Ninth Day On Strong Economic Data,RTT News,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
"Europe shares extend rally on US jobs, ECB policy talk",Reuters,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
French Market Rises,RTT News,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
FOREX-Euro better bid as ECB sees no urgent need for stimulus,Reuters,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
UPDATE 1-ECB's Weidmann: France's budget policies 'test case' for euro fiscal  ...,Reuters,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
FOREX-Dollar dips in wake of jobs data; ECB comments lift euro,Reuters,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
"WRAPUP 1-ECB says will prime QE, but far from pulling trigger yet",Reuters,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
"ECB says will prime QE, but far from pulling trigger yet",Reuters,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
Euro zone debt yields edge up as Nowotny tempers ECB QE hopes,Reuters,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
UPDATE 1-ECB's Mersch says must act fast to remove ABS stigma in Europe,Reuters,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
"Dollar drifts lower; traders watch Fed, ECB",MarketWatch,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
ECB's Mersch Calls For Less Stringent Regulations On Asset Backed Securities,RTT News,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
UPDATE 1-ECB to have QE primed in case needed - Mersch,Reuters,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
"FOREX-Dollar dips, euro helped by ECB's wait-and-see approach",Reuters,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
Euro Climbs On ECB Mersch's Comments,RTT News,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
"Greek yields dip as QE speculation swirls, debt sale eyed",Reuters,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
"Bunds, Italian debt rise on speculation of ECB QE",Reuters,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
US STOCKS SNAPSHOT-S&P posts biggest 3-day decline since late Jan,Reuters,djxkJxGOmgKZlXMhwPytFekONgaSM
US STOCKS-Wall St ends lower; S&P 500 in biggest 3-day drop since Jan,Reuters,djxkJxGOmgKZlXMhwPytFekONgaSM
"Stocks Close Firmly In The Red, Nasdaq Hits Two-Month Low - US Commentary",RTT News,djxkJxGOmgKZlXMhwPytFekONgaSM
US stocks fall; Nasdaq 3-day loss worst since 2011,MarketWatch,djxkJxGOmgKZlXMhwPytFekONgaSM
US STOCKS-S&P 500 on track for worst 3-day decline since late-Jan,Reuters,djxkJxGOmgKZlXMhwPytFekONgaSM
"US STOCKS-Wall Street falls on broad weakness, Pfizer drags",Reuters,djxkJxGOmgKZlXMhwPytFekONgaSM
Nasdaq Tumbles To Two-Month Low In Early Trading,RTT News,djxkJxGOmgKZlXMhwPytFekONgaSM
Stocks extend losses; TripAdvisor falls 1.5%,MarketWatch,djxkJxGOmgKZlXMhwPytFekONgaSM
US STOCKS-Wall St to open lower as momentum stocks stay weak,Reuters,djxkJxGOmgKZlXMhwPytFekONgaSM
Stocks May Extend Recent Pullback In Early Trading - US Commentary,RTT News,djxkJxGOmgKZlXMhwPytFekONgaSM
US STOCKS-Futures fall in wake of Friday selloff,Reuters,djxkJxGOmgKZlXMhwPytFekONgaSM
"Major Averages Close Firmly Negative, Nasdaq Underperforms Once Again",RTT News,djxkJxGOmgKZlXMhwPytFekONgaSM
GLOBAL MARKETS-Wall St gets post-selloff bounce; dollar and euro sag vs yen,Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
Dollar In Doldrums As Yen Perks Up,RTT News,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
FOREX-Yen gains after Bank of Japan refrains from stimulus,Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
FOREX-Yen at 10-day high vs dlr as BOJ offers little on more easing,Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
"TAKE A LOOK-Asia c.banks: BOJ stands pat, Indonesia holds policy rate",Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
BOJ's Kuroda sees no need to ease but won't hesitate if needed,Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
"TAKE A LOOK-Asia c.banks: BOJ stands pat, keeps upbeat view despite Japan  ...",Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
BOJ's Kuroda says positive cycle driving Japan economy,Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
RPT-BOJ's Kuroda says positive cycle driving Japan economy,Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
"BoJ Maintains Monetary Stimulus, Upbeat Economic View",RTT News,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
Yen Retreats After BoJ Holds Monetary Policy Intact,RTT News,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
"Asian shares lower, Japan leads losses",MarketWatch,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
FOREX-Yen stays firm after BOJ stands pat; euro holds steady,Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
BoJ Leaves Monetary Policy Unchanged,RTT News,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
"RPT-BOJ keeps policy on hold, maintains upbeat view on outlook",Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
"BOJ keeps policy on hold, maintains upbeat view on outlook",Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
Japan Rate Decision On Tap For Tuesday,RTT News,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
Nikkei falls to 1-week low as tech shares drag; SoftBank slumps,Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
GLOBAL MARKETS-Japan tech shares slip; others relieved at US jobs,Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
UPDATE 4-Japan drugmaker Takeda to fight $6 bln damages awarded by US jury,Reuters,dK4wGlLY7K7-wHM7ii2yabgT7uxOM
"Takeda, Lilly Ordered To Pay $9 Bln In Damages In Actos Diabetes Drug Claims",RTT News,dK4wGlLY7K7-wHM7ii2yabgT7uxOM
Takeda Responds To Judgment In Diabetes Drug Case,RTT News,dK4wGlLY7K7-wHM7ii2yabgT7uxOM
Nikkei drops to 2-week low as Takeda drags down pharma sector,Reuters,dK4wGlLY7K7-wHM7ii2yabgT7uxOM
Takeda told to pay $6 billion damages over Actos,MarketWatch,dK4wGlLY7K7-wHM7ii2yabgT7uxOM
Takeda looking into reported U.S. court decision,MarketWatch,dK4wGlLY7K7-wHM7ii2yabgT7uxOM
"US jury orders Takeda, Eli Lilly to pay $9 bln damages in Actos case -lawyer",Reuters,dK4wGlLY7K7-wHM7ii2yabgT7uxOM
Takeda shares drop after report on $6 bln jury award over Actos,Reuters,dK4wGlLY7K7-wHM7ii2yabgT7uxOM
WRAPUP 1-US producer prices hint at some inflation building up,Reuters,dHoTijaCAfAkgAMZd2TdiUGRMKX7M
U.S. wholesale prices rise sharply in March,MarketWatch,dHoTijaCAfAkgAMZd2TdiUGRMKX7M
US Producer Prices Rise Much More Than Expected In March,RTT News,dHoTijaCAfAkgAMZd2TdiUGRMKX7M
U.S. wholesale prices advance 0.5% in March,MarketWatch,dHoTijaCAfAkgAMZd2TdiUGRMKX7M
Coming up: US producer price index for March,MarketWatch,dHoTijaCAfAkgAMZd2TdiUGRMKX7M
"WRAPUP 2-US jobless claims at 7-year low, signal firming economy",Reuters,dHoTijaCAfAkgAMZd2TdiUGRMKX7M
"U.S. Import Prices Rise 0.6% In March, Much More Than Expected",RTT News,dHoTijaCAfAkgAMZd2TdiUGRMKX7M
U.S. Import Prices Rise More Than Expected In March,RTT News,dHoTijaCAfAkgAMZd2TdiUGRMKX7M
US import prices rise 0.6% in March,MarketWatch,dHoTijaCAfAkgAMZd2TdiUGRMKX7M
"China consumer prices rise, but industry deflation persists",Reuters,dMJ0vGdEFXQGTAMBaOwJAgWXt3jzM
China March Inflation Rises; PPI Extends Down Trend,RTT News,dMJ0vGdEFXQGTAMBaOwJAgWXt3jzM
China Inflation Rises 2.4% On Year In March,RTT News,dMJ0vGdEFXQGTAMBaOwJAgWXt3jzM
Ireland's annual CPI inflation remains subdued,MarketWatch,dMJ0vGdEFXQGTAMBaOwJAgWXt3jzM
Wells Fargo Q1 Profit Up 14% Despite Lower Revenue; Results Beat View,RTT News,d_d9JuRRu0Fhw0MNMIcAYdv3EZzaM
Wells Fargo profit rises 14 pct as costs fall,Reuters,d_d9JuRRu0Fhw0MNMIcAYdv3EZzaM
"CORRECTED-UPDATE 2-Wells Fargo profit beats estimates, sets aside less for  ...",Reuters,d_d9JuRRu0Fhw0MNMIcAYdv3EZzaM
Wells Fargo shines as earnings top expectations,MarketWatch,d_d9JuRRu0Fhw0MNMIcAYdv3EZzaM
CORRECTED-Wells Fargo profit rises 14 pct as costs fall,Reuters,d_d9JuRRu0Fhw0MNMIcAYdv3EZzaM
"UPDATE 2-Wells Fargo profit beats estimates, sets aside less for bad loans",Reuters,d_d9JuRRu0Fhw0MNMIcAYdv3EZzaM
"J.P. Morgan Chase, Wells Fargo are stocks to watch",MarketWatch,d_d9JuRRu0Fhw0MNMIcAYdv3EZzaM
Fitch Affirms L Brands' IDR at 'BB+'; Outlook Stable,MarketWatch,dUchWCDsksY-N6MKSN_FCDlKFdeBM
Portugal Outlook Raised; Lithuania Sees Rating Upgrade,RTT News,dUchWCDsksY-N6MKSN_FCDlKFdeBM
RPT-Fitch Affirms India at 'BBB-'; Outlook Stable,Reuters,dUchWCDsksY-N6MKSN_FCDlKFdeBM
"Fitch Teleconf: Portugal Affirmed at 'BB+', Positive Outlook; 11 April; 15:00 BST",Reuters,dUchWCDsksY-N6MKSN_FCDlKFdeBM
Fitch upgrades Portugal's outlook to positive,MarketWatch,dUchWCDsksY-N6MKSN_FCDlKFdeBM
Fitch Upgrades Portugal's Rating Outlook,RTT News,dUchWCDsksY-N6MKSN_FCDlKFdeBM
Fitch raises Portugal's outlook to positive,MarketWatch,dUchWCDsksY-N6MKSN_FCDlKFdeBM
Fitch Revises Outlook on Angola to Stable; Affirms at 'BB-',Reuters,dUchWCDsksY-N6MKSN_FCDlKFdeBM
Fitch Revises Outlook on Portugal to Positive; Affirms at 'BB+',Reuters,dUchWCDsksY-N6MKSN_FCDlKFdeBM
UPDATE 4-Icahn backs down from demand that eBay spin off PayPal,Reuters,dyEYffI0UIXV72MMI87w3o0T5w-ZM
"Icahn, in a rare loss, gives up eBay-PayPal fight",MarketWatch,dyEYffI0UIXV72MMI87w3o0T5w-ZM
EBay Settles Proxy Fight As Icahn Agrees To Withdraw Spin Off Proposal,RTT News,dyEYffI0UIXV72MMI87w3o0T5w-ZM
UPDATE 1-Texas Medicaid holds off on proposed limits for Gilead hepatitis drug,Reuters,dBU-y8mnlizhV4MzvA2qf2RCVIMGM
Texas Medicaid holds off on proposed limits for Gilead hepatitis drug,Reuters,dBU-y8mnlizhV4MzvA2qf2RCVIMGM
Merck Reports Interim Results From Ongoing C-WORTHy Trial - Quick Facts,RTT News,dBU-y8mnlizhV4MzvA2qf2RCVIMGM
Gilead's Sovaldi Shows Efficacy & Safety In Chronic Hepatitis C Patients,RTT News,dBU-y8mnlizhV4MzvA2qf2RCVIMGM
US drug industry group defends price of Gilead hepatitis drug,Reuters,dBU-y8mnlizhV4MzvA2qf2RCVIMGM
Merck: Hepatitis C drug has 98% cure rate in trial,MarketWatch,dBU-y8mnlizhV4MzvA2qf2RCVIMGM
UPDATE 1-Natco seeks to block Gilead's hepatitis C drug patent in India-source,Reuters,dBU-y8mnlizhV4MzvA2qf2RCVIMGM
Gilead's Phase 2 trials With Sofosbuvir-Based Regimens Show Positive Results,RTT News,dBU-y8mnlizhV4MzvA2qf2RCVIMGM
Merck Reports Addl. Data From Ongoing C-WORTHy Trial - Quick Facts,RTT News,dBU-y8mnlizhV4MzvA2qf2RCVIMGM
Gilead Sciences Reports Results From Sovaldi Trial For HCV Retreatment,RTT News,dBU-y8mnlizhV4MzvA2qf2RCVIMGM
U.S. Spending on Hepatitis C Medications to Skyrocket 1800 Percent by 2016,MarketWatch,dBU-y8mnlizhV4MzvA2qf2RCVIMGM
Gilead hepatitis C drug to get FDA priority review,MarketWatch,dBU-y8mnlizhV4MzvA2qf2RCVIMGM
"Family Dollar, other retailers see shoppers pull back",Reuters,d4p273oepCNzWtMV5ABFyvvmazkRM
"Family Dollar Results Miss View, Trims FY14 Guidance; Plans Job Cuts",RTT News,d4p273oepCNzWtMV5ABFyvvmazkRM
"Updates, advisories and surprises",MarketWatch,d4p273oepCNzWtMV5ABFyvvmazkRM
"Family Dollar to cut job, shut 370 stores to boost performance",Reuters,d4p273oepCNzWtMV5ABFyvvmazkRM
"Family Dollar Q2 Profit Down; Sees Q3, FY14 Adj. EPS Below View - Quick Facts",RTT News,d4p273oepCNzWtMV5ABFyvvmazkRM
DIARY - Emerging Markets Economic Events to April 25,Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
"Dollar falls more than 1% vs. euro, yen on week",MarketWatch,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
FOREX-Dollar inches higher on equities gloom,Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
Dollar Stabilizes After Rough Week,RTT News,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
FOREX-Dollar edges higher on equities gloom,Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
"The more the Fed explains, the less markets understand",MarketWatch,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
Dollar gets boost from March wholesale prices,MarketWatch,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
DIARY - Top economic Events to April 23,Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
"FOREX-Dollar struggles to find support, China inflation data next event risk",Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
DIARY - Emerging Markets Economic Events to April 24,Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
CANADA FX DEBT-C$ pulls back from near 3-month high,Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
FOREX-Dollar stumbles as rate hike expectations pushed back,Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
Dollar falls vs. yen; Bank of England on hold,MarketWatch,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
FOREX-Dollar reeling from Fed hit; Swedish crown down sharply,Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
"FOREX-Dollar hit by Fed, Swedish crown stung by inflation shock",Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
Asian Stocks Gain On US Cues,RTT News,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
"FOREX-Dollar hit by Fed, Swedish crown drops on inflation shock",Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
"FOREX-Dollar stung by Fed minutes, Aussie rises on solid jobs data",Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
"FOREX-Dollar stung by Fed minutes, Aussie eyes jobs data test",Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
DIARY - Top economic Events to April 22,Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
CANADA FX DEBT-C$ at nearly 3-month high after Fed minutes,Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
FOREX-Dollar recoups steep losses vs yen; focus on Fed minutes,Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
"FOREX-Swedish crown drops on rates message, dollar recovers",Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
"UPDATE 1-Fitch cuts Alcoa to ""junk"" status",Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
"Fitch cuts Alcoa to ""junk"" status",Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Ratings Downgrades Alcoa's IDR To 'BB+'; Outlook Stable,RTT News,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch: GM's Credit Trends Still Favorable Despite Recalls,Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch: JPMorgan 1Q'14 Results Hurt by Weaker Mortgage Production and Fixed  ...,Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Upgrades 4 Classes of LB-UBS 2002-C7,MarketWatch,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Revises Orenburg Region's Outlook to Stable; Affirms at 'BB',Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Affirms Marseille Provence Metropole at 'A+'; Outlook Stable,Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Affirms Ukraine's City of Kyiv at 'CCC',Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Affirms Voronezh Region at 'BB+'; Outlook Stable,Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Affirms Kaluga Region at 'BB'; Outlook Stable,Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Affirms Region of Lazio at 'BBB'; Outlook Negative,Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Teleconf: Nigeria and Angola Rating Actions - 16 April; 15:00 BST,Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Affirms Italian City of Busto Arsizio at 'BBB+'; Outlook Negative,Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Affirms Tula Region at 'BB'; Outlook Stable,Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Affirms Autonomous Region of Sardinia at 'A-'; Outlook Negative,Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
"Fitch Downgrades Bank Centercredit to 'B', Affirms ATF Bank at 'B-'",Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Affirms UnitedHealth Group's IDR at 'A': Outlook Stable,Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
UPDATE 2-US FBI conducting a probe into Herbalife -sources,Reuters,dubzVvpGbdVKISMisyobvakh8pTTM
FBI conducting a probe into Herbalife: sources,Reuters,dubzVvpGbdVKISMisyobvakh8pTTM
Herbalife Reportedly Being Probed By FBI,RTT News,dubzVvpGbdVKISMisyobvakh8pTTM
US FBI conducting a probe into Herbalife-source,Reuters,dubzVvpGbdVKISMisyobvakh8pTTM
Herbalife Ltd. (HLF) Dropped In Late Trade On Investigation Reports,RTT News,dubzVvpGbdVKISMisyobvakh8pTTM
Herbalife falls 13% on report of criminal probe,MarketWatch,dubzVvpGbdVKISMisyobvakh8pTTM
UPDATE 1-ECB prepared to ease if inflation low for too long - Noyer,Reuters,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
IMF's Vinals backs ECB push to ease ABS restrictions,Reuters,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
German yields hit 10-month low after Draghi warns on strong euro,Reuters,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
ECB FOCUS-Draghi puts euro strength at centre of ECB policy debate,Reuters,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
Banks to return 6 billion euros in crisis loans to ECB next week: Reuters poll,Reuters,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
"FOREX-Dollar gains against euro after ECB comments, retail sales data",Reuters,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
Sterling climbs against flagging euro after ECB warning,Reuters,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
"Euro Falls On Risk Aversion, ECB Officials' Talk On Elevated Currency Level",RTT News,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
"FOREX-ECB comments hit euro, but impact limited",Reuters,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
Euro bruised as ECB opens the door for more easing,MarketWatch,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
"CORRECTED-FOREX-ECB comments knock euro, but not much",Reuters,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
Spain banks' ECB borrowing falls for 19th month in March,Reuters,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
Strong Euro Generates Need For Further Monetary Easing: ECB Noyer,RTT News,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
Coeure: ECB may look at buying assets,MarketWatch,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
IFR Markets ForexWatch Asia Regional Daily Briefing,Reuters,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
Deadly clashes in eastern Ukraine city Slovyansk,MarketWatch,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
Stocks rebound; Nasdaq erases late swoon,MarketWatch,dcMA2yLhsuf1HGM43lphsqf5jGm0M
UPDATE 5-Citi posts higher income as troubled assets perform better,Reuters,dcMA2yLhsuf1HGM43lphsqf5jGm0M
"Citigroup's stock is cheap, but should you buy it?",MarketWatch,dcMA2yLhsuf1HGM43lphsqf5jGm0M
"Wall Street ends up after Citi results, retail sales",Reuters,dcMA2yLhsuf1HGM43lphsqf5jGm0M
"US STOCKS-Wall St rises on Citi earnings, data; eyes on Ukraine",Reuters,dcMA2yLhsuf1HGM43lphsqf5jGm0M
"Wall St rises on Citi earnings, data; eyes on Ukraine",Reuters,dcMA2yLhsuf1HGM43lphsqf5jGm0M
"Citigroup's stock is cheap, but should you but it?",MarketWatch,dcMA2yLhsuf1HGM43lphsqf5jGm0M
Citigroup earnings top Wall Street views,MarketWatch,dcMA2yLhsuf1HGM43lphsqf5jGm0M
"Stocks boosted by retail sales, Citi results",MarketWatch,dcMA2yLhsuf1HGM43lphsqf5jGm0M
"Citigroup Q1 Profit Up 4% Despite Lower Revenues, Beats View",RTT News,dcMA2yLhsuf1HGM43lphsqf5jGm0M
Citigroup Q1 Net Profit Edges Up; GAAP EPS Flat - Quick Facts,RTT News,dcMA2yLhsuf1HGM43lphsqf5jGm0M
Reports: Citigroup Trims Workforce By Another 200 To 300 Positions,RTT News,dcMA2yLhsuf1HGM43lphsqf5jGm0M
"Wall Street opens up on earnings, data mixed",Reuters,dvER81GIWQxfhEMXsGMrKsmsmvLoM
"Stock futures up as Coke, J&J rise after earnings",MarketWatch,dvER81GIWQxfhEMXsGMrKsmsmvLoM
Futures Pointing To Modest Strength On Wall Street,RTT News,dvER81GIWQxfhEMXsGMrKsmsmvLoM
UPDATE 2-Nestle sees faster growth after weak start to year,Reuters,dql5TDrSP1EyZEMWsEY47opbGWU7M
Nestle Q1 Sales Fall; Backs Full-year View,RTT News,dql5TDrSP1EyZEMWsEY47opbGWU7M
"Nestlé sales drop 5.1%, miss expectations",MarketWatch,dql5TDrSP1EyZEMWsEY47opbGWU7M
UPDATE 2-Zebra Tech to buy Motorola Solutions' enterprise business,Reuters,dM-im-JNw4JjmeMinnYwPfFTvrrBM
Zebra Technologies Corp. (ZBRA) Has Gapped Open Higher Following Acquisition,RTT News,dM-im-JNw4JjmeMinnYwPfFTvrrBM
"Zebra To Buy Motorola's Unit, Sees Q1 To Beat View; Motorola Cuts Sales  ...",RTT News,dM-im-JNw4JjmeMinnYwPfFTvrrBM
Zebra to buy Motorola Solutions unit for $3.45 bln,MarketWatch,dM-im-JNw4JjmeMinnYwPfFTvrrBM
Motorola Solutions to sell unit for $3.45 bln; shares fall,MarketWatch,dM-im-JNw4JjmeMinnYwPfFTvrrBM
Motorola Solutions Expects $1.8 Bln Of Sales In Q1 - Quick Facts,RTT News,dM-im-JNw4JjmeMinnYwPfFTvrrBM
Zebra Tech to buy Motorola's enterprise business for $3.45 bln,Reuters,dM-im-JNw4JjmeMinnYwPfFTvrrBM
Zebra Tech. to buy Motorola Solutions' Enterprise Business for $3.45 bln,RTT News,dM-im-JNw4JjmeMinnYwPfFTvrrBM
Zebra Technologies sees Q1 results above view – Quick Facts,RTT News,dM-im-JNw4JjmeMinnYwPfFTvrrBM
Zebra Tech To Buy Enterprise Unit Of Motorola Solutions In $3.5 Bln Deal: FT,RTT News,dM-im-JNw4JjmeMinnYwPfFTvrrBM
Johnson & Johnson Lifts FY14 Earnings Forecast As Q1 Results Top Estimates,RTT News,deWNZ6XT-DfVZAMkcccHGKfztwhGM
Johnson & Johnson lifts outlook as drug sales rise,MarketWatch,deWNZ6XT-DfVZAMkcccHGKfztwhGM
"J&J beats forecasts, helped by new medicines",Reuters,deWNZ6XT-DfVZAMkcccHGKfztwhGM
"J&J Q1 Profit Rises, Results Top Estimates; Lifts 2014 Adj. EPS View",RTT News,deWNZ6XT-DfVZAMkcccHGKfztwhGM
"Earnings Watch For April 15 (SCHW, KO, CMA, JNJ, NTRS)",RTT News,deWNZ6XT-DfVZAMkcccHGKfztwhGM
Barclays replaces head of remuneration committee,MarketWatch,drkBlKZ47AYFUUMJ0dcUff3sXM9EM
Barclays Appoints Crawford Gillies As Member Of Remuneration Committee,RTT News,drkBlKZ47AYFUUMJ0dcUff3sXM9EM
Barclays to appoint new pay committee head -Sky News,Reuters,drkBlKZ47AYFUUMJ0dcUff3sXM9EM
UPDATE 1-Yellen prepares Wall St for more wholesale funding rules from Fed,Reuters,d2nRPv6DBK3Ae-MDlydVRoFlmEf7M
