TITLE,PUBLISHER,STORY
US FDA advisers back MannKind's inhaled diabetes drug,Reuters,d1BXzZNXVpB1WOMHkV7Xp4fII7bCM
Oil prices drop on reports Libya ports will re-open,MarketWatch,dO6vvEC-perCBIMfD7rb0fB6vU65M
Libyan rebels to reopen two eastern oil ports on Sunday,Reuters,dO6vvEC-perCBIMfD7rb0fB6vU65M
"UPDATE 5-Japan, Australia clinch trade deal as US-Tokyo talks heat up",Reuters,drGxkO1C_k-ELiMqy_I4PVO1BdCFM
Japan's Abe cautious on next sales-tax hike,MarketWatch,drGxkO1C_k-ELiMqy_I4PVO1BdCFM
"UPDATE 3-Holcim, Lafarge agree merger to create cement giant",Reuters,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
"Europe shares track Wall St sell-off; Holcim, Lafarge surge",Reuters,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
European stocks pull back after three weeks of gains,MarketWatch,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
"Lafarge, Holcim expect to complete merger in H1 2015",Reuters,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
"UPDATE 4-Cement makers Lafarge, Holcim agree merger plan -source",Reuters,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
"Cement makers Lafarge, Holcim agree merger plan -source",Reuters,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
"Lafarge, Holcim agree terms of merger proposal -source",Reuters,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
"UPDATE 3-Cement groups Lafarge, Holcim in $50bn-plus merger talks",Reuters,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
"Europe shares extend rally on US jobs, ECB policy talk",Reuters,dG7Vj4iyby8SfiMXKt-Bvpfq_tziM
FOREX-Euro better bid as ECB sees no urgent need for stimulus,Reuters,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
UPDATE 1-ECB's Weidmann: France's budget policies 'test case' for euro fiscal  ...,Reuters,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
FOREX-Dollar dips in wake of jobs data; ECB comments lift euro,Reuters,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
"WRAPUP 1-ECB says will prime QE, but far from pulling trigger yet",Reuters,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
"ECB says will prime QE, but far from pulling trigger yet",Reuters,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
Euro zone debt yields edge up as Nowotny tempers ECB QE hopes,Reuters,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
UPDATE 1-ECB's Mersch says must act fast to remove ABS stigma in Europe,Reuters,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
"Dollar drifts lower; traders watch Fed, ECB",MarketWatch,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
UPDATE 1-ECB to have QE primed in case needed - Mersch,Reuters,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
"FOREX-Dollar dips, euro helped by ECB's wait-and-see approach",Reuters,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
"Greek yields dip as QE speculation swirls, debt sale eyed",Reuters,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
"Bunds, Italian debt rise on speculation of ECB QE",Reuters,dAJiWZYlwfFRjWM0gTmrVXJeyIawM
US STOCKS SNAPSHOT-S&P posts biggest 3-day decline since late Jan,Reuters,djxkJxGOmgKZlXMhwPytFekONgaSM
US STOCKS-Wall St ends lower; S&P 500 in biggest 3-day drop since Jan,Reuters,djxkJxGOmgKZlXMhwPytFekONgaSM
US stocks fall; Nasdaq 3-day loss worst since 2011,MarketWatch,djxkJxGOmgKZlXMhwPytFekONgaSM
US STOCKS-S&P 500 on track for worst 3-day decline since late-Jan,Reuters,djxkJxGOmgKZlXMhwPytFekONgaSM
"US STOCKS-Wall Street falls on broad weakness, Pfizer drags",Reuters,djxkJxGOmgKZlXMhwPytFekONgaSM
Stocks extend losses; TripAdvisor falls 1.5%,MarketWatch,djxkJxGOmgKZlXMhwPytFekONgaSM
US STOCKS-Wall St to open lower as momentum stocks stay weak,Reuters,djxkJxGOmgKZlXMhwPytFekONgaSM
US STOCKS-Futures fall in wake of Friday selloff,Reuters,djxkJxGOmgKZlXMhwPytFekONgaSM
How to profit from high-frequency trading,MarketWatch,d8eua51dohfa5EMYlKg1o33mZXWZM
Fears over Nasdaq hit from HFT problems seem overdone: Barron's,Reuters,d8eua51dohfa5EMYlKg1o33mZXWZM
"Emerging-market shocks could rattle West, IMF says",MarketWatch,dxB9Hik1YGyfVaMk796CJSnAf58bM
"UK economy basks in manufacturing growth, IMF upgrade",Reuters,dxB9Hik1YGyfVaMk796CJSnAf58bM
"WRAPUP 2-IMF sees rich nations propelling global growth, but risks linger",Reuters,dxB9Hik1YGyfVaMk796CJSnAf58bM
"UPDATE 3-UK economy basks in manufacturing growth, IMF upgrade",Reuters,dxB9Hik1YGyfVaMk796CJSnAf58bM
"IMF lifts Europe, U.K. growth forecasts; warns of deflation",MarketWatch,dxB9Hik1YGyfVaMk796CJSnAf58bM
"IMF trims global growth forecast on Russia, Brazil",MarketWatch,dxB9Hik1YGyfVaMk796CJSnAf58bM
GLOBAL ECONOMY WEEKAHEAD-US recovery puts onus on Europe and China,Reuters,dxB9Hik1YGyfVaMk796CJSnAf58bM
GLOBAL MARKETS-Wall St gets post-selloff bounce; dollar and euro sag vs yen,Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
FOREX-Yen gains after Bank of Japan refrains from stimulus,Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
FOREX-Yen at 10-day high vs dlr as BOJ offers little on more easing,Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
"TAKE A LOOK-Asia c.banks: BOJ stands pat, Indonesia holds policy rate",Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
BOJ's Kuroda sees no need to ease but won't hesitate if needed,Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
"TAKE A LOOK-Asia c.banks: BOJ stands pat, keeps upbeat view despite Japan  ...",Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
BOJ's Kuroda says positive cycle driving Japan economy,Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
RPT-BOJ's Kuroda says positive cycle driving Japan economy,Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
"Asian shares lower, Japan leads losses",MarketWatch,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
FOREX-Yen stays firm after BOJ stands pat; euro holds steady,Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
"RPT-BOJ keeps policy on hold, maintains upbeat view on outlook",Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
"BOJ keeps policy on hold, maintains upbeat view on outlook",Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
Nikkei falls to 1-week low as tech shares drag; SoftBank slumps,Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
GLOBAL MARKETS-Japan tech shares slip; others relieved at US jobs,Reuters,dq3fRDGO1ENMJnMEZN0oURuWIJ5XM
"On busy days, a free one-way plane ticket may cost 50000 miles",MarketWatch,dvFJSn18_821CHMM_pccdlhH_GpmM
American Airlines says weather hurt first quarter results,Reuters,dvFJSn18_821CHMM_pccdlhH_GpmM
UPDATE 1-American Airlines says weather hurt first quarter results,Reuters,dvFJSn18_821CHMM_pccdlhH_GpmM
UPDATE 4-Japan drugmaker Takeda to fight $6 bln damages awarded by US jury,Reuters,dK4wGlLY7K7-wHM7ii2yabgT7uxOM
Nikkei drops to 2-week low as Takeda drags down pharma sector,Reuters,dK4wGlLY7K7-wHM7ii2yabgT7uxOM
Takeda told to pay $6 billion damages over Actos,MarketWatch,dK4wGlLY7K7-wHM7ii2yabgT7uxOM
Takeda looking into reported U.S. court decision,MarketWatch,dK4wGlLY7K7-wHM7ii2yabgT7uxOM
"US jury orders Takeda, Eli Lilly to pay $9 bln damages in Actos case -lawyer",Reuters,dK4wGlLY7K7-wHM7ii2yabgT7uxOM
Takeda shares drop after report on $6 bln jury award over Actos,Reuters,dK4wGlLY7K7-wHM7ii2yabgT7uxOM
"Apple, Amazon attack cracks in TV's armor",MarketWatch,dYk25YZlX-eK7GMiJALmfLg4EGRKM
Big push into gaming brings out Amazon's gentler side,Reuters,dYk25YZlX-eK7GMiJALmfLg4EGRKM
WRAPUP 1-US producer prices hint at some inflation building up,Reuters,dHoTijaCAfAkgAMZd2TdiUGRMKX7M
U.S. wholesale prices rise sharply in March,MarketWatch,dHoTijaCAfAkgAMZd2TdiUGRMKX7M
U.S. wholesale prices advance 0.5% in March,MarketWatch,dHoTijaCAfAkgAMZd2TdiUGRMKX7M
Coming up: US producer price index for March,MarketWatch,dHoTijaCAfAkgAMZd2TdiUGRMKX7M
"WRAPUP 2-US jobless claims at 7-year low, signal firming economy",Reuters,dHoTijaCAfAkgAMZd2TdiUGRMKX7M
US import prices rise 0.6% in March,MarketWatch,dHoTijaCAfAkgAMZd2TdiUGRMKX7M
"China consumer prices rise, but industry deflation persists",Reuters,dMJ0vGdEFXQGTAMBaOwJAgWXt3jzM
Ireland's annual CPI inflation remains subdued,MarketWatch,dMJ0vGdEFXQGTAMBaOwJAgWXt3jzM
Wells Fargo profit rises 14 pct as costs fall,Reuters,d_d9JuRRu0Fhw0MNMIcAYdv3EZzaM
"CORRECTED-UPDATE 2-Wells Fargo profit beats estimates, sets aside less for  ...",Reuters,d_d9JuRRu0Fhw0MNMIcAYdv3EZzaM
Wells Fargo shines as earnings top expectations,MarketWatch,d_d9JuRRu0Fhw0MNMIcAYdv3EZzaM
CORRECTED-Wells Fargo profit rises 14 pct as costs fall,Reuters,d_d9JuRRu0Fhw0MNMIcAYdv3EZzaM
"UPDATE 2-Wells Fargo profit beats estimates, sets aside less for bad loans",Reuters,d_d9JuRRu0Fhw0MNMIcAYdv3EZzaM
"J.P. Morgan Chase, Wells Fargo are stocks to watch",MarketWatch,d_d9JuRRu0Fhw0MNMIcAYdv3EZzaM
"UPDATE 5-US judge accepts SAC guilty plea, approves $1.2 bln deal",Reuters,deNdgDvM-XMO3pM8O5cSdM1Sio1OM
"UPDATE 4-US judge accepts SAC guilty plea, OK's $1.2 bln deal",Reuters,deNdgDvM-XMO3pM8O5cSdM1Sio1OM
Judge accepts guilty plea in SAC Capital insider-trading case,MarketWatch,deNdgDvM-XMO3pM8O5cSdM1Sio1OM
Fitch Affirms L Brands' IDR at 'BB+'; Outlook Stable,MarketWatch,dUchWCDsksY-N6MKSN_FCDlKFdeBM
RPT-Fitch Affirms India at 'BBB-'; Outlook Stable,Reuters,dUchWCDsksY-N6MKSN_FCDlKFdeBM
"Fitch Teleconf: Portugal Affirmed at 'BB+', Positive Outlook; 11 April; 15:00 BST",Reuters,dUchWCDsksY-N6MKSN_FCDlKFdeBM
Fitch upgrades Portugal's outlook to positive,MarketWatch,dUchWCDsksY-N6MKSN_FCDlKFdeBM
Fitch raises Portugal's outlook to positive,MarketWatch,dUchWCDsksY-N6MKSN_FCDlKFdeBM
Fitch Revises Outlook on Angola to Stable; Affirms at 'BB-',Reuters,dUchWCDsksY-N6MKSN_FCDlKFdeBM
Fitch Revises Outlook on Portugal to Positive; Affirms at 'BB+',Reuters,dUchWCDsksY-N6MKSN_FCDlKFdeBM
UPDATE 4-Icahn backs down from demand that eBay spin off PayPal,Reuters,dyEYffI0UIXV72MMI87w3o0T5w-ZM
"Icahn, in a rare loss, gives up eBay-PayPal fight",MarketWatch,dyEYffI0UIXV72MMI87w3o0T5w-ZM
"US STOCKS SNAPSHOT-Biotech pummeled again, extending Wall St slide",Reuters,d5FAFPUo_wxloyM_CX8wIfR7V5q6M
Don't let these stock market gyrations scare you,MarketWatch,d5FAFPUo_wxloyM_CX8wIfR7V5q6M
"US stock market hit by Nasdaq, biotech rout",MarketWatch,d5FAFPUo_wxloyM_CX8wIfR7V5q6M
"US STOCKS-Nasdaq drops 3 pct, worst day since November 2011",Reuters,d5FAFPUo_wxloyM_CX8wIfR7V5q6M
US STOCKS SNAPSHOT-Nasdaq posts biggest drop since November 2011,Reuters,d5FAFPUo_wxloyM_CX8wIfR7V5q6M
US STOCKS-Nasdaq marks worst day since Nov. 2011 as biotechs sink,Reuters,d5FAFPUo_wxloyM_CX8wIfR7V5q6M
"TripAdvisor, Tesla sink as momentum plays lose favor",MarketWatch,d5FAFPUo_wxloyM_CX8wIfR7V5q6M
US STOCKS SNAPSHOT-Nasdaq tumbles; S&P to end below key level,Reuters,d5FAFPUo_wxloyM_CX8wIfR7V5q6M
UPDATE 1-Texas Medicaid holds off on proposed limits for Gilead hepatitis drug,Reuters,dBU-y8mnlizhV4MzvA2qf2RCVIMGM
Texas Medicaid holds off on proposed limits for Gilead hepatitis drug,Reuters,dBU-y8mnlizhV4MzvA2qf2RCVIMGM
US drug industry group defends price of Gilead hepatitis drug,Reuters,dBU-y8mnlizhV4MzvA2qf2RCVIMGM
Merck: Hepatitis C drug has 98% cure rate in trial,MarketWatch,dBU-y8mnlizhV4MzvA2qf2RCVIMGM
UPDATE 1-Natco seeks to block Gilead's hepatitis C drug patent in India-source,Reuters,dBU-y8mnlizhV4MzvA2qf2RCVIMGM
U.S. Spending on Hepatitis C Medications to Skyrocket 1800 Percent by 2016,MarketWatch,dBU-y8mnlizhV4MzvA2qf2RCVIMGM
Gilead hepatitis C drug to get FDA priority review,MarketWatch,dBU-y8mnlizhV4MzvA2qf2RCVIMGM
"UPDATE 1-Stockpiles of Roche Tamiflu drug are waste of money, review finds",Reuters,dk_vhtrqQFe_dsMiuthEDcCIhr-YM
No sign Tamiflu works well to stop flu outbreaks: study,MarketWatch,dk_vhtrqQFe_dsMiuthEDcCIhr-YM
Swiss stocks - Factors to watch on April 10,Reuters,dk_vhtrqQFe_dsMiuthEDcCIhr-YM
"Family Dollar, other retailers see shoppers pull back",Reuters,d4p273oepCNzWtMV5ABFyvvmazkRM
"Updates, advisories and surprises",MarketWatch,d4p273oepCNzWtMV5ABFyvvmazkRM
"Family Dollar to cut job, shut 370 stores to boost performance",Reuters,d4p273oepCNzWtMV5ABFyvvmazkRM
DIARY - Emerging Markets Economic Events to April 25,Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
"Dollar falls more than 1% vs. euro, yen on week",MarketWatch,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
FOREX-Dollar inches higher on equities gloom,Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
FOREX-Dollar edges higher on equities gloom,Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
"The more the Fed explains, the less markets understand",MarketWatch,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
Dollar gets boost from March wholesale prices,MarketWatch,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
DIARY - Top economic Events to April 23,Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
"FOREX-Dollar struggles to find support, China inflation data next event risk",Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
DIARY - Emerging Markets Economic Events to April 24,Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
CANADA FX DEBT-C$ pulls back from near 3-month high,Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
FOREX-Dollar stumbles as rate hike expectations pushed back,Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
Dollar falls vs. yen; Bank of England on hold,MarketWatch,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
FOREX-Dollar reeling from Fed hit; Swedish crown down sharply,Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
"FOREX-Dollar hit by Fed, Swedish crown stung by inflation shock",Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
"FOREX-Dollar hit by Fed, Swedish crown drops on inflation shock",Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
"FOREX-Dollar stung by Fed minutes, Aussie rises on solid jobs data",Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
"FOREX-Dollar stung by Fed minutes, Aussie eyes jobs data test",Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
DIARY - Top economic Events to April 22,Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
CANADA FX DEBT-C$ at nearly 3-month high after Fed minutes,Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
FOREX-Dollar recoups steep losses vs yen; focus on Fed minutes,Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
"FOREX-Swedish crown drops on rates message, dollar recovers",Reuters,dhpby_46Ae5iB8ME-y0QZ8gSCJwLM
"UPDATE 1-Fitch cuts Alcoa to ""junk"" status",Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
"Fitch cuts Alcoa to ""junk"" status",Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch: GM's Credit Trends Still Favorable Despite Recalls,Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch: JPMorgan 1Q'14 Results Hurt by Weaker Mortgage Production and Fixed  ...,Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Upgrades 4 Classes of LB-UBS 2002-C7,MarketWatch,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Revises Orenburg Region's Outlook to Stable; Affirms at 'BB',Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Affirms Marseille Provence Metropole at 'A+'; Outlook Stable,Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Affirms Ukraine's City of Kyiv at 'CCC',Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Affirms Voronezh Region at 'BB+'; Outlook Stable,Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Affirms Kaluga Region at 'BB'; Outlook Stable,Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Affirms Region of Lazio at 'BBB'; Outlook Negative,Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Teleconf: Nigeria and Angola Rating Actions - 16 April; 15:00 BST,Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Affirms Italian City of Busto Arsizio at 'BBB+'; Outlook Negative,Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Affirms Tula Region at 'BB'; Outlook Stable,Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Affirms Autonomous Region of Sardinia at 'A-'; Outlook Negative,Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
"Fitch Downgrades Bank Centercredit to 'B', Affirms ATF Bank at 'B-'",Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
Fitch Affirms UnitedHealth Group's IDR at 'A': Outlook Stable,Reuters,dSAALz3Yg1Ijh5MZVzXN3nqotlp2M
UPDATE 2-US FBI conducting a probe into Herbalife -sources,Reuters,dubzVvpGbdVKISMisyobvakh8pTTM
FBI conducting a probe into Herbalife: sources,Reuters,dubzVvpGbdVKISMisyobvakh8pTTM
US FBI conducting a probe into Herbalife-source,Reuters,dubzVvpGbdVKISMisyobvakh8pTTM
Herbalife falls 13% on report of criminal probe,MarketWatch,dubzVvpGbdVKISMisyobvakh8pTTM
WRAPUP 2-Draghi says a stronger euro would trigger looser ECB policy,Reuters,dq1XYdbFbOlT4rMRmkhJQBuro_JLM
Draghi: Further euro strength could trigger more easing,MarketWatch,dq1XYdbFbOlT4rMRmkhJQBuro_JLM
UPDATE 1-ECB says further euro strengthening would trigger looser monetary  ...,Reuters,dq1XYdbFbOlT4rMRmkhJQBuro_JLM
RPT-ECB says further euro strengthening would trigger looser monetary policy,Reuters,dq1XYdbFbOlT4rMRmkhJQBuro_JLM
"UPDATE 1-ECB, BoE call for ABS rehabilitation",Reuters,dq1XYdbFbOlT4rMRmkhJQBuro_JLM
"ECB, BoE call for ABS rehabilitation",Reuters,dq1XYdbFbOlT4rMRmkhJQBuro_JLM
"ECB, BoE say public intervention needed to revive stigmatised debt market",Reuters,dq1XYdbFbOlT4rMRmkhJQBuro_JLM
Glencore sells mine to Chinese group for $5.8 bln,MarketWatch,dGHGowqJ87LL-_MNUPv2vKf9Wbd4M
URGENT-Glencore Xstrata sells Las Bambas copper mine for $5.85 bln,Reuters,dGHGowqJ87LL-_MNUPv2vKf9Wbd4M
CBO sees relatively modest premium hikes for Obamacare benchmark plan,Reuters,d7xLBu8dlpyNObMD5NLiq_NaKGD9M
UPDATE 1-US CBO estimates slightly lower deficits as health subsidies fall,Reuters,d7xLBu8dlpyNObMD5NLiq_NaKGD9M
CBO says declining deficit picture won't last,MarketWatch,d7xLBu8dlpyNObMD5NLiq_NaKGD9M
CBO lowers cost estimates on Obamacare in report,MarketWatch,d7xLBu8dlpyNObMD5NLiq_NaKGD9M
CBO cuts 2014 deficit estimate by $23 billion,MarketWatch,d7xLBu8dlpyNObMD5NLiq_NaKGD9M
UPDATE 1-ECB prepared to ease if inflation low for too long - Noyer,Reuters,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
IMF's Vinals backs ECB push to ease ABS restrictions,Reuters,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
German yields hit 10-month low after Draghi warns on strong euro,Reuters,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
ECB FOCUS-Draghi puts euro strength at centre of ECB policy debate,Reuters,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
Banks to return 6 billion euros in crisis loans to ECB next week: Reuters poll,Reuters,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
"FOREX-Dollar gains against euro after ECB comments, retail sales data",Reuters,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
Sterling climbs against flagging euro after ECB warning,Reuters,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
"FOREX-ECB comments hit euro, but impact limited",Reuters,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
Euro bruised as ECB opens the door for more easing,MarketWatch,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
"CORRECTED-FOREX-ECB comments knock euro, but not much",Reuters,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
Spain banks' ECB borrowing falls for 19th month in March,Reuters,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
Coeure: ECB may look at buying assets,MarketWatch,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
IFR Markets ForexWatch Asia Regional Daily Briefing,Reuters,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
Deadly clashes in eastern Ukraine city Slovyansk,MarketWatch,dWKd0E3dgCw1QWML7X1ujmD6i8JIM
UPDATE 1-GM says heads of communications and HR leaving,Reuters,dO3DxH8bQX6JTnMEAvlrgTYe3KKjM
Two senior GM executives depart,MarketWatch,dO3DxH8bQX6JTnMEAvlrgTYe3KKjM
WRAPUP 3-Bullish US retail sales brighten growth outlook,Reuters,dUqWSH7m9rrzXOMB40U2PwSnepyLM
Retail sales sizzle in March,MarketWatch,dUqWSH7m9rrzXOMB40U2PwSnepyLM
Stocks rebound; Nasdaq erases late swoon,MarketWatch,dcMA2yLhsuf1HGM43lphsqf5jGm0M
UPDATE 5-Citi posts higher income as troubled assets perform better,Reuters,dcMA2yLhsuf1HGM43lphsqf5jGm0M
"Citigroup's stock is cheap, but should you buy it?",MarketWatch,dcMA2yLhsuf1HGM43lphsqf5jGm0M
"Wall Street ends up after Citi results, retail sales",Reuters,dcMA2yLhsuf1HGM43lphsqf5jGm0M
"US STOCKS-Wall St rises on Citi earnings, data; eyes on Ukraine",Reuters,dcMA2yLhsuf1HGM43lphsqf5jGm0M
"Wall St rises on Citi earnings, data; eyes on Ukraine",Reuters,dcMA2yLhsuf1HGM43lphsqf5jGm0M
"Citigroup's stock is cheap, but should you but it?",MarketWatch,dcMA2yLhsuf1HGM43lphsqf5jGm0M
Citigroup earnings top Wall Street views,MarketWatch,dcMA2yLhsuf1HGM43lphsqf5jGm0M
"Stocks boosted by retail sales, Citi results",MarketWatch,dcMA2yLhsuf1HGM43lphsqf5jGm0M
Stocks rebound on upbeat US data; euro falls,Reuters,da2xOSA2ozfjl9M3dadBrQYVkKiCM
Cyclical shares lag bounce in European bourses on Ukraine worry,Reuters,da2xOSA2ozfjl9M3dadBrQYVkKiCM
GLOBAL MARKETS-Stocks rebound on upbeat US data; euro falls,Reuters,da2xOSA2ozfjl9M3dadBrQYVkKiCM
"GLOBAL MARKETS-Stocks rise on upbeat US data, euro falls",Reuters,da2xOSA2ozfjl9M3dadBrQYVkKiCM
REFILE-European shares fall as Ukraine tensions flare,Reuters,da2xOSA2ozfjl9M3dadBrQYVkKiCM
"Japanese stocks stabilize, Asian markets mixed",MarketWatch,da2xOSA2ozfjl9M3dadBrQYVkKiCM
"GLOBAL MARKETS-Stocks tumble on Wall St gloom, Ukraine tensions",Reuters,da2xOSA2ozfjl9M3dadBrQYVkKiCM
Europe Factors to Watch-Stocks set to drop again; Ukraine eyed,Reuters,da2xOSA2ozfjl9M3dadBrQYVkKiCM
"GLOBAL MARKETS-Yen gains, stocks brace for losses on Wall St gloom",Reuters,da2xOSA2ozfjl9M3dadBrQYVkKiCM
"Wall Street opens up on earnings, data mixed",Reuters,dvER81GIWQxfhEMXsGMrKsmsmvLoM
"Stock futures up as Coke, J&J rise after earnings",MarketWatch,dvER81GIWQxfhEMXsGMrKsmsmvLoM
UPDATE 2-Nestle sees faster growth after weak start to year,Reuters,dql5TDrSP1EyZEMWsEY47opbGWU7M
"Nestlé sales drop 5.1%, miss expectations",MarketWatch,dql5TDrSP1EyZEMWsEY47opbGWU7M
UPDATE 2-Zebra Tech to buy Motorola Solutions' enterprise business,Reuters,dM-im-JNw4JjmeMinnYwPfFTvrrBM
Zebra to buy Motorola Solutions unit for $3.45 bln,MarketWatch,dM-im-JNw4JjmeMinnYwPfFTvrrBM
Motorola Solutions to sell unit for $3.45 bln; shares fall,MarketWatch,dM-im-JNw4JjmeMinnYwPfFTvrrBM
Zebra Tech to buy Motorola's enterprise business for $3.45 bln,Reuters,dM-im-JNw4JjmeMinnYwPfFTvrrBM
Johnson & Johnson lifts outlook as drug sales rise,MarketWatch,deWNZ6XT-DfVZAMkcccHGKfztwhGM
"J&J beats forecasts, helped by new medicines",Reuters,deWNZ6XT-DfVZAMkcccHGKfztwhGM
Barclays replaces head of remuneration committee,MarketWatch,drkBlKZ47AYFUUMJ0dcUff3sXM9EM
Barclays to appoint new pay committee head -Sky News,Reuters,drkBlKZ47AYFUUMJ0dcUff3sXM9EM
UPDATE 1-Yellen prepares Wall St for more wholesale funding rules from Fed,Reuters,d2nRPv6DBK3Ae-MDlydVRoFlmEf7M
Yellen says big banks may need more capital,MarketWatch,d2nRPv6DBK3Ae-MDlydVRoFlmEf7M
"Stock futures waver ahead of inflation, earnings",MarketWatch,d2nRPv6DBK3Ae-MDlydVRoFlmEf7M
Consumers seen springing ahead — for now,MarketWatch,d2nRPv6DBK3Ae-MDlydVRoFlmEf7M
"WRAPUP 2-US consumer inflation rises on higher food, rental housing costs",Reuters,dyugMC18rw8FaiMJ-QTGtr9oTxPvM
RPT-India's March CPI inflation quickens to 8.31 pct,Reuters,dyugMC18rw8FaiMJ-QTGtr9oTxPvM
"Outside of your house, there's almost no inflation",MarketWatch,dyugMC18rw8FaiMJ-QTGtr9oTxPvM
"Food, housing costs push inflation up in March",MarketWatch,dyugMC18rw8FaiMJ-QTGtr9oTxPvM
INSTANT VIEW-India's March CPI accelerates to 8.31 pct,Reuters,dyugMC18rw8FaiMJ-QTGtr9oTxPvM
U.S. consumer prices rise 0.2% on shelter costs in March,MarketWatch,dyugMC18rw8FaiMJ-QTGtr9oTxPvM
